Year	Mo	Da	Ho	Lat	Lon	H	Mw	MwUnc	McModel2
1980	11	20	15	38.4	44.1	NaN	4.5	0.2	1
1980	11	21	15	38.4	44.4	NaN	4.42	0.2	1
1980	11	22	10	38.3	39.29	10	4.5	0.2	0
1980	11	23	18	40.84	15.28	NaN	6.9	0.2	1
1980	11	23	18	41.11	15.28	NaN	4.9	0.2	1
1980	11	23	19	40.66	15.71	NaN	4.9	0.2	1
1980	11	23	19	40.72	15.59	NaN	4.8	0.2	1
1980	11	23	19	40.85	15.38	NaN	5	0.2	1
1980	11	23	20	40.84	15.32	NaN	4.6	0.2	0
1980	11	23	20	40.82	15.33	NaN	4.6	0.2	0
1980	11	23	21	41.54	15.71	NaN	4.5	0.2	1
1980	11	23	22	41.02	15.28	NaN	4.7	0.2	1
1980	11	23	23	40.81	15.34	NaN	4.7	0.2	1
1980	11	24	0	40.81	15.27	NaN	5.1	0.2	1
1980	11	24	2	40.8	15.4	NaN	4.5	0.2	0
1980	11	24	3	40.86	15.37	NaN	5	0.2	1
1980	11	24	4	40.94	15.27	NaN	4.6	0.2	0
1980	11	24	4	40.91	15.39	NaN	4.5	0.2	0
1980	11	24	10	40.87	15.2	NaN	4.4	0.2	0
1980	11	24	15	40.99	15	NaN	4.5	0.2	0
1980	11	25	2	38.55	25.42	10	4.3	0.2	1
1980	11	25	9	41.02	15.01	NaN	4.5	0.2	0
1980	11	25	11	40.86	15.24	NaN	4.6	0.2	0
1980	11	25	14	40.79	15.34	NaN	4.7	0.2	1
1980	11	25	17	40.61	15.46	NaN	5	0.2	1
1980	11	25	17	40.71	15.48	NaN	4.6	0.2	0
1980	11	25	18	40.65	15.45	NaN	5.4	0.2	1
1980	11	26	6	40.69	15.64	NaN	4.7	0.2	1
1980	11	26	6	41.08	15.28	NaN	4.5	0.2	0
1980	11	26	7	40.88	15.38	NaN	4.5	0.2	0
1980	11	26	8	40.92	15.48	NaN	4.7	0.2	1
1980	11	26	10	40.91	15.45	NaN	4.6	0.2	0
1980	11	26	14	40.94	15.27	NaN	4.8	0.2	1
1980	11	26	23	68.81	-17.22	10	4.3	0.2	0
1980	11	27	15	39.23	27.71	10	4.3	0.2	1
1980	11	29	20	38.47	25.36	1	4.7	0.2	1
1980	11	30	1	36.03	31.38	80	4.8	0.2	0
1980	11	30	1	40.55	15.81	NaN	4.7	0.2	1
1980	11	30	7	40.76	15.32	NaN	5	0.2	1
1980	11	30	7	40.81	15.3	NaN	4.9	0.2	1
1980	12	1	19	40.88	15.31	NaN	4.8	0.2	1
1980	12	2	5	45.78	6.3	5	4.4	0.2	1
1980	12	3	6	34.83	23.61	1	4.7	0.2	1
1980	12	3	22	36.92	-5.67	27	4.2	0.2	1
1980	12	3	23	40.7	15.49	NaN	4.9	0.2	1
1980	12	4	0	40.78	15.55	NaN	4.7	0.2	1
1980	12	6	1	38.09	-25.6	5	4.4	0.2	0
1980	12	8	0	45.51	26.47	127	3.9	0.2	0
1980	12	8	2	40.88	15.29	NaN	4.7	0.2	1
1980	12	8	4	40.85	15.29	NaN	4.6	0.2	0
1980	12	8	6	35.98	-2.12	16	4.2	0.2	1
1980	12	8	8	45.76	26.52	61	3.6	0.2	0
1980	12	8	9	45.65	26.53	100	3.6	0.2	0
1980	12	9	20	35.88	23.71	10	4.2	0.2	1
1980	12	11	11	34.63	23.96	41	4.5	0.2	1
1980	12	11	16	51.96	-30.61	10	4.2	0.2	0
1980	12	12	5	45.78	26.6	106	3.8	0.2	0
1980	12	12	22	45.71	26.54	95	3.6	0.2	0
1980	12	13	10	55.03	-2.87	5	3.5	0.2	0
1980	12	16	17	38.8	26.65	10	4.3	0.2	1
1980	12	18	19	34.88	24.52	3	4.4	0.2	1
1980	12	19	6	34.6	22	1	4.1	0.2	1
1980	12	19	7	38.02	27.65	15	5	0.2	1
1980	12	21	16	39.06	25.23	7	4.5	0.2	1
1980	12	22	16	39.23	22.76	10	4.1	0.2	0
1980	12	23	12	44.8	9.76	NaN	4.6	0.2	1
1980	12	24	5	38.4	45	NaN	4.24	0.2	0
1980	12	25	5	36.87	21.37	1	6.4	0.2	1
1980	12	25	11	66.7	-17.7	NaN	5.4	0.2	1
1980	12	25	11	66.6	-17.8	NaN	5	0.2	1
1980	12	25	11	66.63	-17.38	10	4.5	0.2	1
1980	12	25	17	66.5	-17.8	NaN	5	0.2	1
1980	12	26	0	66.5	-17.8	NaN	4.9	0.2	1
1980	12	26	1	66.4	-18	NaN	4.9	0.2	1
1980	12	26	1	66.4	-18.2	NaN	4.9	0.2	1
1980	12	26	5	66.5	-17.9	NaN	4.9	0.2	1
1980	12	26	5	66.5	-17.8	NaN	5.1	0.2	1
1980	12	29	19	41.36	-29.19	33	4.6	0.2	0
1980	12	29	21	38.4	44.9	NaN	4.5	0.2	0
1980	12	29	21	38.55	44.98	65	4.76	0.2	0
1980	12	29	22	40.34	19.5	8	4.1	0.2	0
1980	12	30	0	35.18	27.16	60	4.3	0.2	0
1980	12	30	12	39.34	23.17	40	4.3	0.2	1
1981	1	1	6	36.71	21.49	1	4.1	0.2	0
1981	1	3	6	36.9	28.6	10	4.2	0.2	1
1981	1	4	7	38.48	44.91	38	4.85	0.2	0
1981	1	4	7	40.9	21.2	10	4.3	0.2	1
1981	1	4	10	38.34	45	NaN	4.32	0.2	0
1981	1	4	16	41.74	43.26	5	4.35	0.2	0
1981	1	4	16	41.73	43.28	NaN	4.35	0.2	0
1981	1	5	1	38.6	44.8	NaN	3.95	0.2	0
1981	1	5	5	71.82	-11.52	10	4.6	0.2	0
1981	1	6	12	39.29	44.6	NaN	3.95	0.2	0
1981	1	6	13	38.79	44.7	NaN	3.95	0.2	0
1981	1	7	20	34.71	25.38	67	4.3	0.2	0
1981	1	8	22	37.85	20.09	4	4.5	0.2	0
1981	1	9	0	40.64	15.8	NaN	4.5	0.2	0
1981	1	9	7	37.62	-25.75	NaN	5.1	0.2	0
1981	1	9	10	39.29	44.4	NaN	4.32	0.2	0
1981	1	9	14	39.62	20.12	10	4.1	0.2	0
1981	1	9	20	45.83	26.44	157	3.6	0.2	0
1981	1	13	2	38.29	44.9	NaN	4.32	0.2	1
1981	1	13	20	38.72	25.39	10	4.1	0.2	1
1981	1	15	11	40.8	15.51	NaN	4.6	0.2	0
1981	1	15	16	34.71	24.06	50	4.2	0.2	1
1981	1	16	0	40.89	15.44	NaN	5.3	0.2	1
1981	1	16	4	40.78	15.35	NaN	4.3	0.2	0
1981	1	16	6	40.83	15.5	NaN	4.2	0.2	0
1981	1	17	3	40.76	15.44	NaN	4.7	0.2	1
1981	1	20	8	38.05	38.59	23.5	5.2	0.2	1
1981	1	21	5	41.3	44	5	4.32	0.2	0
1981	1	22	14	39.2	43.9	NaN	4.32	0.2	1
1981	1	22	16	34.16	25.25	49	4.8	0.2	1
1981	1	23	11	40.7	44.6	NaN	3.95	0.2	0
1981	1	23	17	40.7	44.6	NaN	3.95	0.2	0
1981	1	25	4	36.16	27.74	57	4.1	0.2	0
1981	1	25	5	36.94	-4.93	5	4.3	0.2	0
1981	1	25	12	38.6	44.7	NaN	3.95	0.2	0
1981	1	26	10	38.9	44.3	NaN	3.95	0.2	0
1981	1	26	23	68.7	-17.2	NaN	4.6	0.2	0
1981	1	27	22	41.38	44.1	5	3.95	0.2	0
1981	1	29	7	36.12	30.78	65	4.6	0.2	0
1981	1	29	11	38.25	22.3	25	4.1	0.2	0
1981	1	29	23	36.06	30.8	58	4.3	0.2	0
1981	1	30	5	36.36	30.64	67	4.4	0.2	0
1981	1	31	12	47.12	14.66	8	4.1	0.2	0
1981	1	31	14	40.69	21.63	8	4.1	0.2	0
1981	2	1	15	41.23	44	5	4.68	0.2	0
1981	2	4	0	39.29	43.9	NaN	3.95	0.2	0
1981	2	4	0	39.2	44	NaN	3.95	0.2	0
1981	2	4	13	38.5	44.3	NaN	3.95	0.2	0
1981	2	4	22	40.97	40.26	33	4.4	0.2	1
1981	2	5	21	43.4	-0.63	12	4	0.2	1
1981	2	7	15	37.63	20.92	53	4.3	0.2	0
1981	2	7	15	37.7	20.9	45	4.7	0.2	1
1981	2	8	21	39.9	42.5	NaN	3.95	0.2	0
1981	2	8	23	37.64	-29.54	NaN	4.8	0.2	1
1981	2	9	13	34.29	23.57	1	4.4	0.2	1
1981	2	9	20	34.06	25.81	27	4.7	0.2	1
1981	2	10	8	34.29	23.6	36	4.6	0.2	1
1981	2	10	8	34.32	23.76	54	4.1	0.2	1
1981	2	10	11	34.23	23.79	28	4.1	0.2	1
1981	2	11	4	34.28	23.74	31	4.6	0.2	1
1981	2	11	11	39.55	19.57	15	4.3	0.2	1
1981	2	12	1	38.48	-26.7	10	5.3	0.2	1
1981	2	13	5	37.14	-24.45	NaN	4.7	0.2	0
1981	2	14	7	36.17	-9.02	13	4.1	0.2	1
1981	2	14	7	36.18	-9.01	21	4.2	0.2	1
1981	2	14	8	36.19	-8.97	17	4	0.2	0
1981	2	14	12	36.39	-5.82	6	4.1	0.2	1
1981	2	14	17	40.99	14.62	NaN	4.9	0.2	1
1981	2	15	3	37	21.4	68	4.1	0.2	0
1981	2	15	18	60.33	-28.98	33	4.7	0.2	0
1981	2	16	6	60.18	-29.23	10	4.5	0.2	0
1981	2	18	17	45.7	26.6	120	3.6	0.2	0
1981	2	19	2	36.35	36.42	52	4.8	0.2	0
1981	2	19	22	39.82	19.87	11	4.1	0.2	0
1981	2	20	17	38.5	44.7	NaN	3.95	0.2	0
1981	2	24	11	36.98	22.1	1	4.1	0.2	0
1981	2	24	20	38.23	22.97	18	6.4	0.2	1
1981	2	24	21	38.14	23.09	12	4.1	0.2	1
1981	2	24	22	38.18	23.05	1	4.1	0.2	1
1981	2	24	22	38.12	23.01	40	4.5	0.2	0
1981	2	24	22	36.44	36.18	36	4.7	0.2	0
1981	2	24	23	38.18	23.03	7	4.1	0.2	1
1981	2	24	23	38.25	23.03	46	4.6	0.2	0
1981	2	25	1	38.11	23.21	33	4.1	0.2	0
1981	2	25	1	38.11	23.1	18	4.3	0.2	1
1981	2	25	1	38.14	23.12	22	5.1	0.2	0
1981	2	25	2	38.08	22.91	19	4.7	0.2	1
1981	2	25	2	38.17	23.12	30	6.1	0.2	0
1981	2	25	3	38.14	23	33	4.2	0.2	0
1981	2	25	3	38.12	22.9	23	4.6	0.2	0
1981	2	25	4	38.2	23.13	47	4.7	0.2	0
1981	2	25	5	38.19	23.2	34	5.1	0.2	0
1981	2	25	5	38.28	23.15	33	5	0.2	1
1981	2	25	6	38.18	23.12	40	4.7	0.2	0
1981	2	25	6	38.22	23.13	41	4.6	0.2	0
1981	2	25	10	38.26	23.1	35	4.5	0.2	0
1981	2	25	11	38.2	23.23	1	4.2	0.2	0
1981	2	25	13	38.2	22.99	36	4.8	0.2	0
1981	2	25	13	38.15	23.21	47	4.3	0.2	0
1981	2	25	20	38.14	22.92	43	4.4	0.2	0
1981	2	25	21	35.97	27.42	48	4.3	0.2	0
1981	2	26	2	38.2	23	22	4.1	0.2	0
1981	2	26	2	38.09	23.05	22	4.1	0.2	0
1981	2	26	16	38.24	23.23	44	4.1	0.2	0
1981	2	26	19	38.21	23.17	11	4.7	0.2	1
1981	2	27	1	38.14	23.27	12	4.3	0.2	1
1981	2	27	1	38.25	23.19	21	4.3	0.2	0
1981	2	27	6	38.16	23.25	26	4.3	0.2	0
1981	2	28	13	38.15	23.27	38	4.7	0.2	0
1981	2	28	17	38.17	23.27	16	5	0.2	1
1981	3	1	5	38.08	23.01	45	4.6	0.2	0
1981	3	2	13	38.23	23.35	13	4.3	0.2	0
1981	3	2	21	40.69	23.21	23	4.6	0.2	1
1981	3	3	10	38.1	23.22	11	4.3	0.2	1
1981	3	3	17	38.21	23.32	16	4.1	0.2	0
1981	3	3	17	38.3	23.3	1	4.4	0.2	0
1981	3	4	13	38.3	23.16	39	4.5	0.2	1
1981	3	4	18	38.19	23.3	37	4.3	0.2	0
1981	3	4	19	38.16	23.34	36	4.3	0.2	0
1981	3	4	21	38.24	23.26	21	6.2	0.2	1
1981	3	4	22	38.24	23.33	41	4.3	0.2	0
1981	3	4	22	38.21	23.24	22	4.6	0.2	1
1981	3	4	22	38.32	23.38	3	4.3	0.2	0
1981	3	4	22	38.21	23.25	25	4.3	0.2	0
1981	3	4	23	38.16	23.21	36	4.7	0.2	0
1981	3	4	23	38.21	23.25	25	4.1	0.2	0
1981	3	4	23	38.23	23.24	21	4.1	0.2	0
1981	3	4	23	38.25	23.42	28	4.3	0.2	0
1981	3	5	0	38.18	23.26	11	4.3	0.2	0
1981	3	5	0	38.15	23.25	2	4.4	0.2	1
1981	3	5	1	38.14	23.19	43	4.6	0.2	0
1981	3	5	1	38.49	0.22	20	4.9	0.2	1
1981	3	5	2	38.32	23.45	19	4.1	0.2	0
1981	3	5	6	38.2	23.13	20	5.4	0.2	1
1981	3	5	10	38.17	23.29	3	4.6	0.2	1
1981	3	5	15	38.2	23.19	20	4.1	0.2	1
1981	3	5	19	38.21	23.12	3	4.1	0.2	1
1981	3	5	21	38.27	23.38	35	4.1	0.2	0
1981	3	5	21	38.2	23.34	40	4.4	0.2	0
1981	3	7	11	38.19	23.27	29	5.5	0.2	1
1981	3	7	11	38.19	23.21	28	4.7	0.2	0
1981	3	7	16	38.24	23.35	16	4.4	0.2	0
1981	3	7	20	38.21	23.26	9	4.1	0.2	0
1981	3	7	20	45.7	26.6	150	4.6	0.2	0
1981	3	8	2	38.16	23.06	13	4.1	0.2	1
1981	3	8	11	38.26	21.79	47	4.3	0.2	0
1981	3	10	1	38.18	23.16	1	4.1	0.2	1
1981	3	10	3	38.05	23.01	13	4.1	0.2	1
1981	3	10	10	71.6	-3.58	10	4.5	0.2	0
1981	3	10	15	39.38	20.75	32	5.5	0.2	1
1981	3	11	3	38.13	23.26	22	4.2	0.2	0
1981	3	11	7	37.47	20.18	44	4.2	0.2	1
1981	3	11	7	38.18	23.33	42	4.2	0.2	0
1981	3	12	1	38.22	23.28	27	4.8	0.2	1
1981	3	12	4	40.8	28.09	12	4.8	0.2	1
1981	3	15	21	38.79	44	NaN	3.95	0.2	0
1981	3	16	1	38.13	23.14	22	4.7	0.2	0
1981	3	16	12	71.72	-2.14	10	4.3	0.2	0
1981	3	17	14	38.15	14.86	NaN	4.5	0.2	1
1981	3	18	12	38.09	22.72	17	5	0.2	1
1981	3	18	13	38.12	22.74	38	4.4	0.2	0
1981	3	18	16	38.15	23.21	12	4.7	0.2	1
1981	3	19	15	38.2	23.29	2	4.3	0.2	0
1981	3	19	15	38.08	22.77	23	4.1	0.2	0
1981	3	19	22	45.7	26.6	110	3.8	0.2	0
1981	3	20	15	36.24	22.63	109	4.7	0.2	0
1981	3	22	6	38.7	44.5	NaN	4.32	0.2	1
1981	3	22	11	40.6	20.82	7	4.1	0.2	0
1981	3	23	21	38.11	22.01	70	4.1	0.2	0
1981	3	24	11	38.24	23.28	1	4.1	0.2	0
1981	3	25	4	37.73	31.72	42	4.6	0.2	1
1981	3	26	14	38.16	23.11	37	4.2	0.2	0
1981	3	26	15	37.6	20.98	40	4.2	0.2	0
1981	3	27	11	38.4	44.7	NaN	3.95	0.2	0
1981	3	28	6	41.84	20.27	10	4.1	0.2	0
1981	3	28	19	39.66	44.91	3	4.24	0.2	0
1981	3	28	22	38.9	43.9	NaN	4.69	0.2	1
1981	3	28	23	39	43.9	NaN	4.32	0.2	1
1981	3	29	0	38.9	44	NaN	3.95	0.2	0
1981	3	29	1	38.9	44	NaN	3.95	0.2	0
1981	3	29	2	39	44	NaN	4.32	0.2	1
1981	3	31	4	44.39	17.25	15	3.6	0.2	0
1981	3	31	23	38.33	23.04	8	4.1	0.2	0
1981	4	1	10	41.88	23.16	10	4.2	0.2	0
1981	4	2	12	41.88	23.03	10	4.2	0.2	0
1981	4	2	22	34.2	25.41	77	4.2	0.2	0
1981	4	3	18	39.13	24.56	10	4.3	0.2	1
1981	4	5	10	38.34	14.92	NaN	5	0.2	1
1981	4	5	19	39.1	43.7	NaN	4.32	0.2	1
1981	4	10	3	39	33.1	38	4.3	0.2	1
1981	4	10	8	39.13	21	42	4.5	0.2	1
1981	4	10	8	38.91	21.02	24	4.3	0.2	0
1981	4	11	19	38.06	26.12	10	4.1	0.2	1
1981	4	12	18	39.5	43.6	NaN	4.32	0.2	1
1981	4	13	8	38.13	23.46	13	4.3	0.2	0
1981	4	13	19	39.94	40.67	52	4.7	0.2	1
1981	4	14	14	38.44	22.02	18	4.8	0.2	1
1981	4	16	5	41.3	43.7	5	4.28	0.2	0
1981	4	16	5	41.3	43.67	5	4.01	0.2	0
1981	4	16	5	41.28	43.7	5	3.95	0.2	0
1981	4	18	8	38.28	23.18	38	4.3	0.2	0
1981	4	19	4	34.76	23.78	56	4.6	0.2	1
1981	4	22	4	43.5	8.54	NaN	4.5	0.2	1
1981	4	23	11	40.48	21.35	28	4.4	0.2	1
1981	4	23	15	42.9	1.95	NaN	4.2	0.2	0
1981	4	23	22	41.02	20.07	10	4.1	0.2	0
1981	4	25	21	38.29	23.3	1	4.1	0.2	0
1981	4	26	7	39	43.7	NaN	3.95	0.2	0
1981	4	26	14	36.53	30.65	76	5.6	0.2	0
1981	4	27	16	36.05	28.88	37	4.6	0.2	1
1981	4	27	19	51.38	-29.41	NaN	4.4	0.2	0
1981	4	28	7	38.37	22.45	15	4.2	0.2	1
1981	4	29	19	37.35	44.89	NaN	4.67	0.2	0
1981	5	3	13	40.68	21.66	2	4.1	0.2	0
1981	5	3	13	40.68	21.64	1	4.1	0.2	0
1981	5	3	19	36.44	30.7	52	4.3	0.2	0
1981	5	3	20	40.79	28.09	24	4.1	0.2	1
1981	5	5	20	39.54	19.92	6	4.1	0.2	0
1981	5	5	20	41.67	43.35	5	3.95	0.2	0
1981	5	6	0	39.26	22.78	32	4.9	0.2	1
1981	5	6	11	39.1	44.2	NaN	3.95	0.2	0
1981	5	6	17	39.1	21.77	6	4.2	0.2	0
1981	5	8	0	45.73	26.63	144	3.9	0.2	0
1981	5	8	9	35.79	27.21	110	4.6	0.2	1
1981	5	9	1	64.6	-20.9	NaN	4.8	0.2	1
1981	5	9	7	34.24	25.83	53	4.6	0.2	1
1981	5	9	14	38.18	23.3	36	4.3	0.2	0
1981	5	10	10	44.01	19.1	NaN	3.6	0.2	0
1981	5	10	23	37.36	20.8	20	4.1	0.2	0
1981	5	11	19	36.78	28.08	22	4.8	0.2	0
1981	5	12	4	34.85	24.31	82	4.3	0.2	0
1981	5	12	13	44.83	-28.12	33	4.6	0.2	0
1981	5	14	18	36.15	-9.17	33	4.4	0.2	1
1981	5	15	0	43.26	-28.73	33	4.6	0.2	0
1981	5	16	16	37.88	20.19	25	4.4	0.2	0
1981	5	16	18	37.82	20.19	20	4.2	0.2	0
1981	5	16	19	37.83	20.25	30	4.8	0.2	0
1981	5	17	22	37.93	20.26	45	4.7	0.2	0
1981	5	23	21	39.11	24.45	10	4.5	0.2	1
1981	5	25	23	38.71	20.95	30	4.3	0.2	0
1981	5	27	15	38.79	21.01	25	5.1	0.2	1
1981	5	27	15	38.79	20.97	20	5.1	0.2	1
1981	5	27	17	38.74	21.04	10	4.1	0.2	0
1981	5	27	17	38.73	21.02	1	4.1	0.2	0
1981	5	27	18	38.81	20.98	39	5.1	0.2	1
1981	5	27	20	38.66	21	29	4.1	0.2	0
1981	5	28	7	38.72	20.89	7	4.5	0.2	1
1981	5	28	21	37.5	29.01	10	4.3	0.2	1
1981	5	29	5	38.8	21.03	1	4.2	0.2	0
1981	5	30	2	47.49	13.98	13	3.6	0.2	0
1981	5	31	4	38.14	23.25	26	4.7	0.2	0
1981	5	31	17	38.81	20.96	40	4.1	0.2	0
1981	6	1	8	35.46	26.29	72	5.2	0.2	0
1981	6	2	19	39.41	27.96	7	4.2	0.2	1
1981	6	6	1	36.61	21.18	22	4.9	0.2	1
1981	6	7	4	38.8	20.89	15	4.1	0.2	0
1981	6	7	13	37.63	12.51	NaN	5	0.2	1
1981	6	8	11	40.9	44.3	NaN	3.95	0.2	0
1981	6	9	4	38.5	45	NaN	3.95	0.2	0
1981	6	9	9	45.7	26.6	150	3.8	0.2	0
1981	6	11	15	45.7	26.6	100	3.8	0.2	0
1981	6	13	0	39.1	43.7	NaN	3.95	0.2	0
1981	6	13	5	37.09	12.45	NaN	4.5	0.2	1
1981	6	14	9	38.8	44.7	NaN	4.16	0.2	0
1981	6	15	10	47.04	14.73	12	4.3	0.2	1
1981	6	16	4	38.79	43.7	NaN	4.32	0.2	1
1981	6	16	19	38.05	23.18	35	4.4	0.2	0
1981	6	17	12	38.13	23.15	22	4.2	0.2	0
1981	6	19	1	39	44.7	NaN	3.95	0.2	0
1981	6	20	13	37.62	20.92	42	4.3	0.2	0
1981	6	21	3	43.31	20.72	6	4	0.2	0
1981	6	21	5	38.15	23.27	21	4.2	0.2	0
1981	6	21	14	45.7	26.6	150	3.9	0.2	0
1981	6	21	18	39.47	20.58	60	4.3	0.2	0
1981	6	21	20	39.34	20.5	30	4.2	0.2	0
1981	6	22	9	38.44	14.1	NaN	4.8	0.2	1
1981	6	23	10	35.98	21.16	16	4.1	0.2	1
1981	6	23	17	40.02	38.05	33	4.8	0.2	1
1981	6	24	18	37.85	20.13	22	5.2	0.2	1
1981	6	24	20	37.79	20.03	11	4.1	0.2	0
1981	6	24	22	37.81	20.06	20	4.9	0.2	1
1981	6	25	4	37.92	20.11	13	4.3	0.2	0
1981	6	25	6	37.85	19.94	34	4.3	0.2	0
1981	6	25	6	37.9	20.03	38	4.2	0.2	0
1981	6	25	13	37.9	20.1	45	4.1	0.2	0
1981	6	28	4	45.7	26.5	123	3.9	0.2	0
1981	6	28	6	45.72	14.17	9	4.2	0.2	0
1981	6	28	11	37.82	20.14	23	5	0.2	1
1981	6	28	12	37.89	20.02	41	4.3	0.2	0
1981	6	28	13	37.82	20.1	14	4.1	0.2	0
1981	6	28	13	37.88	20.14	40	4.2	0.2	0
1981	6	28	17	37.82	20.13	8	5.6	0.2	1
1981	6	28	18	37.77	20.02	16	4.3	0.2	0
1981	6	28	20	40.1	42.5	NaN	3.95	0.2	0
1981	6	29	7	37.83	20.09	26	4.8	0.2	0
1981	6	29	8	37.78	20	8	4.9	0.2	1
1981	6	29	11	37.82	19.97	17	4.1	0.2	0
1981	6	29	18	37.85	20.01	11	4.2	0.2	0
1981	6	29	22	38.32	23.39	40	4.1	0.2	0
1981	6	29	22	38.05	19.82	37	4.1	0.2	0
1981	6	29	22	37.85	19.87	3	4.1	0.2	0
1981	6	29	22	37.81	20.04	43	4.3	0.2	0
1981	6	29	23	37.88	19.87	46	4.1	0.2	0
1981	6	30	0	37.94	19.93	25	4.7	0.2	0
1981	6	30	7	36.17	35.89	63	4.9	0.2	1
1981	6	30	15	37.89	20.25	42	5.1	0.2	1
1981	6	30	15	37.87	20.21	9	4.1	0.2	0
1981	6	30	23	41.33	19.47	10	4.3	0.2	0
1981	7	1	0	37.96	20.12	38	4.2	0.2	0
1981	7	1	4	46.28	13.5	5	3.6	0.2	0
1981	7	1	20	61.1	-28.3	NaN	4.7	0.2	0
1981	7	2	1	60.83	-28.34	10	4.7	0.2	0
1981	7	2	6	37.95	19.94	35	4.3	0.2	0
1981	7	2	6	60.92	-28.11	10	4.8	0.2	0
1981	7	2	6	60.94	-28.19	10	4.3	0.2	0
1981	7	2	8	61.1	-28.4	NaN	4.6	0.2	0
1981	7	2	8	39.61	20.63	21	4.3	0.2	0
1981	7	2	9	60.87	-28.4	10	4.4	0.2	0
1981	7	2	22	37.87	20.06	43	4.3	0.2	0
1981	7	3	0	37.81	20.03	14	4.1	0.2	0
1981	7	3	2	37.91	19.97	16	4.9	0.2	1
1981	7	3	2	37.74	20	10	4.2	0.2	0
1981	7	3	3	37.85	20.03	3	4.4	0.2	0
1981	7	3	5	37.96	19.96	19	4.6	0.2	0
1981	7	3	6	37.77	20.03	7	4.1	0.2	0
1981	7	3	21	39.54	20.67	25	5.2	0.2	1
1981	7	4	1	39.49	20.71	26	4.1	0.2	0
1981	7	4	13	37.73	20.03	1	4.1	0.2	0
1981	7	6	6	38.05	19.89	45	4.8	0.2	0
1981	7	6	7	45.54	26.42	129	3.8	0.2	0
1981	7	7	13	37.73	20.04	1	4.1	0.2	0
1981	7	8	3	41.12	19.85	11	4.1	0.2	0
1981	7	9	20	39.51	19.76	68	4.1	0.2	1
1981	7	11	3	37.85	20.08	22	4.7	0.2	0
1981	7	11	16	38.72	20.46	22	4.1	0.2	0
1981	7	12	2	37.67	19.94	5	4.1	0.2	1
1981	7	12	6	37.89	19.98	10	4.6	0.2	0
1981	7	12	17	37.88	20.06	23	4.9	0.2	1
1981	7	12	19	62.9	-25.1	NaN	4.6	0.2	0
1981	7	12	20	37.81	19.96	10	4.1	0.2	0
1981	7	13	13	37.79	19.99	6	4.1	0.2	0
1981	7	13	16	58.67	-31.01	10	4.2	0.2	0
1981	7	15	0	42.21	19.11	10	4.5	0.2	1
1981	7	17	1	42.54	18.85	10	4.2	0.2	0
1981	7	17	6	34.88	22.85	14	5.2	0.2	1
1981	7	17	19	41.69	23.05	10	4.2	0.2	0
1981	7	18	0	45.69	26.42	166	5.5	0.2	0
1981	7	19	0	45.63	26.5	129	4.3	0.2	0
1981	7	19	10	38.15	22.02	75	4.1	0.2	0
1981	7	19	19	43.09	0.07	11	4.3	0.2	1
1981	7	19	22	38.23	23.12	25	4.1	0.2	0
1981	7	21	9	40.23	28.86	1	4.2	0.2	0
1981	7	21	11	37.76	19.92	1	4.3	0.2	1
1981	7	22	22	40.27	28.9	2	4.1	0.2	0
1981	7	23	0	38.8	43.6	NaN	4.35	0.2	1
1981	7	23	2	39.3	43.6	NaN	4.16	0.2	1
1981	7	23	6	43.15	27.45	6	4.2	0.2	1
1981	7	24	1	37.04	20.94	10	4.1	0.2	0
1981	7	24	9	40.91	21.21	10	4.3	0.2	1
1981	7	24	14	38.1	37.9	10	4.8	0.2	1
1981	7	25	3	39.44	20.67	57	4.3	0.2	0
1981	7	25	7	45.65	26.77	95	3.6	0.2	0
1981	7	26	3	39	43.9	NaN	4.16	0.2	1
1981	7	26	4	38.22	23.18	14	4.1	0.2	1
1981	7	28	4	68.2	-20	NaN	4.9	0.2	1
1981	7	28	13	37.42	30.3	10	4.2	0.2	1
1981	7	30	17	39.1	43.9	NaN	4.12	0.2	1
1981	8	5	21	39.1	43.3	NaN	4.23	0.2	1
1981	8	8	23	37.53	-24.86	NaN	4.3	0.2	0
1981	8	10	5	35.88	29.9	53	4.7	0.2	1
1981	8	13	2	44.85	17.33	16	5	0.2	1
1981	8	15	5	37.3	29.54	10	4.3	0.2	1
1981	8	15	20	39.36	20.72	5	4.1	0.2	0
1981	8	16	15	44.06	20.96	11	3.8	0.2	0
1981	8	16	19	37.86	20.01	12	4.1	0.2	0
1981	8	18	20	41.33	22.61	10	4.3	0.2	1
1981	8	21	18	36.68	-24.12	NaN	4.6	0.2	0
1981	8	21	22	39.73	27.81	2	4.1	0.2	1
1981	8	22	2	39.88	20.2	12	4.1	0.2	0
1981	8	22	9	41.6	23.87	10	4.2	0.2	0
1981	8	22	9	39.27	23.78	5	4.6	0.2	1
1981	8	25	7	37.5	20.9	50	4.1	0.2	0
1981	8	26	10	42.02	20.18	18	4.3	0.2	1
1981	8	26	19	41.86	23.14	10	4.5	0.2	1
1981	8	27	4	38.16	23.22	17	4.2	0.2	1
1981	8	28	7	40.47	29.21	10	4.2	0.2	0
1981	8	29	2	45.82	17.67	15	3.6	0.2	0
1981	8	30	21	39.29	43.1	NaN	4.43	0.2	1
1981	9	1	4	37.89	19.93	11	4.1	0.2	0
1981	9	1	14	71.73	-0.04	10	5	0.2	1
1981	9	3	18	69	16.5	NaN	4.4	0.2	1
